English,Persian
place the king of hearts next to the queen of hearts .   ,قراردادن شاه دل در کنار بیبی دل .
place the two of diamonds next to the ace of diamonds .   ,قراردادن دو خشت در کنار اس خشت .
place the three of diamonds next to the two of diamonds .   ,قراردادن سه خشت در کنار دو خشت .
place the four of diamonds next to the three of diamonds .   ,قراردادن چهار خشت در کنار سه خشت .
place the five of diamonds next to the four of diamonds .   ,قراردادن پنج خشت در کنار چهار خشت .
place the six of diamonds next to the five of diamonds .   ,قراردادن شش خشت در کنار پنج خشت .
place the seven of diamonds next to the six of diamonds .   ,قراردادن هفت خشت در کنار شش خشت .
place the eight of diamonds next to the seven of diamonds .   ,قراردادن هشت خشت در کنار هفت خشت .
place the nine of diamonds next to the eight of diamonds .   ,قراردادن نه خشت در کنار هشت خشت .
place the ten of diamonds next to the nine of diamonds .   ,قراردادن ده خشت در کنار نه خشت .
place the jack of diamonds next to the ten of diamonds .   ,قراردادن سرباز خشت در کنار ده خشت .
place the queen of diamonds next to the jack of diamonds .   ,قراردادن بیبی خشت در کنار سرباز خشت .
place the king of diamonds next to the queen of diamonds .   ,قراردادن شاه خشت در کنار بیبی خشت .
randomly placed gaps on redeal ,randomlyplacedgapsonredeal
deals left  :     a ,معامله های باقیمانده : a
deal a row ,معاملهی یک ردیف
try moving a card to the reserve ,سعی کنید یک کارت را به ذخیره منتقل کنید
try dealing a row of cards ,معامله کردن یک ردیف از کارت ها را امتحان کنید
try moving card piles around ,سعی کنید دسته های کارت به اطراف حرکت دهید
same suit ,خال مشابه
alternating colors ,رنگ های تناوبی
select a card from the reserve for first foundation pile ,انتخاب یک کارت از ذخیره برای اولین دستهی پایه
move a card from the reserve onto the empty tableau slot ,انتقال یک کارت از ذخیره بر روی خانهی خالی تابلو
stock left  :     a ,موجودی باقیمانده : a
deal another card ,گرفتن یک کارت دیگر
move a card or build of cards on to the empty slot ,جابهجا کردن یک کارت یا بنای کارت ها به خانهی خالی
deal another hand ,گرفتن یک دست دیگر
move card from waste ,جابهجایی کارت از کارت های باقیمانده
move waste to stock ,جابهجایی کارت های باقیمانده به موجودی
stock remaining  :     a ,موجودی باقیمانده : a
deal a new card ,گرفتن یک کارت جدید
try moving cards down from the foundation ,جابهجا کردن کارت ها از پایه با پایین را امتحان کنید
single card deals ,معامله هایتک کارتی
no redeals ,هیچمعاملهیدوباره ای وجود ندارد
unlimited redeals ,کارتگیری های نامحدود
aim to place the suits in the order which fits the current layout most naturally .   ,سعی کنیدخال ها را به طبیعی ترین ترتیب هماهنگ با چیدمان فعلی قرار دهید .
autoplay ,بازی خودکار
redeals left  :     a ,معامله های مجدد باقیمانده : a
deal new cards from the deck ,گرفتن کارت های جدید از دستهی ورق
something ,یک چیزی
an empty slot ,یک خانهی خالی
place cards on to the tableau to form poker hands ,کارت ها را روی تابلو قرار دهید تا یک دستپوکر درست کنند
shuffle mode ,حالت بر خورده
deal the cards ,پخش کارت ها
reshuffle cards ,بر زدندوبارهی کارت ها
move waste on to a reserve slot ,جابهجا کردن باقیمانده به خانهی ذخیره
undo until there are enough cards to fill all tableau piles ,برگردان کردن تا زمانی که کارت های کافی برای پر کردن تابلو باشد
please fill in empty pile first .   ,لطفا اول دستهی خالی را پر کنید
place something on empty slot ,قرار دادن چیزی در خانهی خالی
four suits ,چهار خال
two suits ,دو خال
one suit ,یک خال
move a card to an empty temporary slot ,جابهجایی یک کارت به یک خانهی موقت خالی
no hint available ,راهنمایی ای وجود ندارد
allow temporary spots use ,دادن اجازهیاستفادهی موقت از نقاط
general  '   s patience ,صبر ژنرال
falling stars ,بارش ستاره ها
signora ,سینگورا
redheads ,موقرمزها
blondes and brunettes ,بلوندهاو سبزه ها
wood ,چوب
the foundation ,پایه
deal a card from the deck ,گرفتن یک کارت از دستهی ورق
match the top two cards of the waste .   ,matchthetoptwocardsofthewaste .
progressive rounds ,دورهای با پیشرفت
multiplier scoring ,ماشینحسابامتیازدهی
move a build of cards on to the empty tableau slot ,جابهجایی یک بنا از کارت ها به خانهی خالی تابلو
play the popular freecell card game ,شروع بازی کارتی پرطرفدار فری سل
whether or not to show the status bar ,این که نوار ابزار نشان دادهشود یا نه
animations ,پویانمایی
whether or not to animate card moves .   ,این که از حرکت های سریع استفاده شود یا نه .
recently played games ,نام بازیکن ها
a list of recently played games .   ,نام بازیکن ها
 select ,انتخاب نقشه : slottype
reserve ,جاهای باقیمانده : slottype
stock ,slottype
tableau ,یک تابلویخالیslottype
waste ,foundationslothint
 on foundation ,خالی کردن خانه درپایهreserveslothint
 on reserve ,یکذخیرهیخالیstockslothint
 on stock ,جابهجایی کارت های باقیمانده به موجودیtableauslothint
 on tableau ,یک تابلویخالیwasteslothint
you are searching for a  .   ,شما دارید به دنبال یک میگردید .
athena ,ده
eliminator ,اسانسور
forty thieves ,دزدها
gaps ,نقشه ها
gold mine ,معدن الماس
sol ,حل
zebra ,گورخر
solitaire ,بازی یکنفرهیفریسل
gnome solitaire ,امتیازهاییکجورگنوم
about solitaire ,بازی با ورقتکنفرهیaisleriot
select the game type to play ,حل کردن بازی
congratulations    you have won   ,تبریک شما بردید
there are no more moves ,دیگر نمیشود حرکتی کرد .
card themes  :    ,بازی های کارتی :
about freecell solitaire ,بازی یکنفرهیفریسل
about aisleriot ,ایلرایت
translator -  credits ,روزبهپورنادربهدادپورنادرالنازسربر میلاد زکریا
gnome games web site ,کارگزار بازی های گنوم
display cards with    card theme ,"6d "" ، elseto "" ٪6dscore"
 report ,دوربری
 recently played ,نام بازیکن ها
deal next card or cards ,پخش کارت های بیشتر
 statusbar ,وضعیت
show or hide statusbar ,نشان دادن یا مخفی کردن نوار ابزار
whether or not to play event sounds ,این که صدای رویدادهای پخش شود یا نه .
cannot start the game    ,شروع مجدد بازی
window height ,ارتفاعپنجرهcardsymbol
joker ,cardsymbol
a ,cardsymbol
j ,cardsymbol
q ,cardsymbol
k ,cardsymbol
starting  ,تنظیمات
specify file containing saved configuration ,تنظیم پیکربندی بازی
file ,نام پرونده
base card  :     a ,کارت پایه :
an empty foundation pile ,یک دستهی خالی پایه
an empty slot on the tableau ,یک خانهی خالی روی تابلو
an empty slot on the foundation ,خالی کردن خانه در پایه
an empty foundation ,یک پایهی خالی
an empty foundation slot ,یک پایهی خالی
move something onto an empty right -  hand tableau slot ,انتقال چیزی به خانهی خالی تابلو
itself ,خودش
an empty corner slot ,یکی از خانه های خالی کناری
an empty top slot ,یکی از خانه های خالی بالایی
an empty bottom slot ,یکی از خانه های خالی پایینی
an empty left slot ,یکی از خانه های خالی سمت چپ
an empty right slot ,یکی از خانه های خالی سمت راست
empty slot on foundation ,خالی کردن خانه در پایه
empty space on tableau ,فضای خالی روی تابلو
cards remaining  :     a ,باقیمانده :
redeal .   ,قرمز
the foundation pile ,دستهی پایه
move  a to an empty foundation ,انت قال a به یک پایهی خالی
an empty slot on tableau ,یک خانهی خالی روی تابلو
move a king on to the empty tableau slot ,یک شاه به خانهی خالی تابلو منتقل کنید
an empty tableau ,یک تابلوی خالی
six foundations ,پایه
five foundations ,پایه
four foundations ,پایه
play a card to foundation .   ,انتقال یک کارت به پایه
no moves .   ,حرکت سریع
move  a off the board ,انت قال a به بیرون صفحه
deal a card from stock ,گرفتن یک کارت از دستهی ورق
an empty space ,یک خانهی خالی
the game has no solution .   undo or start again .   ,بازی راهحلی ندارد
an empty reserve ,یک ذخیرهی خالی
