English,Persian
"Personal Information
","اطلاعات شخصی
"
"Please enter your first name and your surname:
","لطفاً نام و نام خانوادگی‌تان را وارد کنید:
"
"Your first name and surname will be used when connecting to other VoIP and videoconferencing software.
","نام و نام خانوادگی شما هنگام اتصال به نرم‌افزارهای VoIP و کنفرانس تصویری دیگر استفاده خواهد شد.
"
"Please enter your username:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Please enter your password:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Please enter your account ID:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Please enter your PIN code:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Connection Type
","نوع اتصال ـ صفحه‌ی %Id از %Id
"
"Please choose your connection type:
","لطفاً نوع اتصال خود را انتخاب کنید:
"
"56k Modem
","مودم ۵۶کیلوبیت
"
"ISDN
","‏ISDN
"
"LAN
","‏T1/LAN
"
"Keep current settings
","حفظ تنظیمات فعلی
"
"The connection type will permit determining the best quality settings that Ekiga will use during calls. You can later change the settings individually in the preferences window.
","نوع اتصال برای تعیین بهترین تنظیمات کیفیتی که GnomeMeeting در حین تماس‌ها استفاده می‌کند به کار می‌رود. بعداً می‌توانید در پنجره‌ی ترجیحات این تنظیمات را تغییر دهید.
"
"Audio Devices
","دستگاه‌های صوتی
"
"Please choose the audio ringing device:
","لطفاً دستگاه ورودی صدا را انتخاب کنید:
"
"The audio ringing device is the device that will be used to play the ringing sound on incoming calls.
","دستگاه ورودی صدا دستگاهی است که توسط مدیر صدا اداره می‌شود و برای ضبط صدای شما به کار خواهد رفت.
"
"Please choose the audio output device:
","لطفاً دستگاه خروجی صدا را انتخاب کنید:
"
"The audio output device is the device that will be used to play audio during calls.
","دستگاه خروجی صدا دستگاهی است که توسط مدیر صدا اداره می‌شود و برای پخش صدا به کار خواهد رفت.
"
"Please choose the audio input device:
","لطفاً دستگاه ورودی صدا را انتخاب کنید:
"
"The audio input device is the device that will be used to record your voice during calls.
","دستگاه ورودی صدا دستگاهی است که توسط مدیر صدا اداره می‌شود و برای ضبط صدای شما به کار خواهد رفت.
"
"Video Input Device
","دستگاه ورودی ویدئو
"
"Please choose your video input device:
","لطفاً دستگاه ورودی ویدئو را انتخاب کنید:
"
"The video input device is the device that will be used to capture video during calls.
","دستگاه ورودی ویدئو توسط مدیر ویدئو اداره می‌شود و برای ضبط ویدئو به کار خواهد رفت.
"
"No device found
","هیچ دستگاهی پیدا نشد
"
"Configuration Complete
","پیکربندی کامل شد ـ صفحه‌ی %Id از %Id
"
"Configuration summary:
","دروئید پیکربندی
"
"Audio Ringing Device
","دستگاه ورودی صدا
"
"Audio Output Device
","دستگاه خروجی صدا
"
"Audio Input Device
","دستگاه ورودی صدا
"
"Contributors:
","یاری‌رسانان:
"
"Artwork:
","طرح‌ها و تصاویر:
"
"translator-credits
","میلاد زکریا <meelad\@farsiweb\.info>‏ الناز سربر<elnaz\@farsiweb\.info>
"
"Unable to open help file.
","باز کردن دستگاه شکست خورد
"
"Connected with %s
","با استفاده از $2%s به $1%s متصل شد
"
"Call on hold
","تماس انجام شد
"
"Call retrieved
","تماس _رد شد
"
"Missed call from %s
","تماس از %s
"
"Error while initializing video output
","خطا در باز کردن دستگاه ویدئویی %s
"
"Added video input device %s
","دستگاه ورودی ویدئو
"
"Removed video input device %s
","دستگاه ورودی ویدئو
"
"Error while accessing video device %s
","خطا در باز کردن دستگاه ویدئویی %s
"
"A moving logo will be transmitted during calls.
","اگر به کار انداخته شود، در حین مکالمه ویدئو ارسال خواهد شد.
"
"There was an error while opening the device. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your permissions and make sure that the appropriate driver is loaded.
","در حین باز کردن دستگاه خطایی رخ داد. لطفاً اجازه‌های خود را بررسی کنید و از بار شدن گرداننده‌ی مناسب اطمینان حاصل کنید.
"
"Your video driver doesn't support the requested video format.
","گرداننده‌ی ویدئوی شما از قالب ویدئوی دریافتی پشتیبانی نمی‌کند.
"
"Could not open the chosen channel.
","باز کردن کانال انتخاب شده ممکن نیست.
"
"Error while setting the frame rate.
","خطا هنگام تنظیم آهنگ چارچوب‌ها.
"
"Error while setting the frame size.
","خطا هنگام تنظیم اندازه‌ی چارچوب.
"
"Unknown error.
","NAT نامعلوم
"
"Added audio input device %s
","دستگاه ورودی صدا
"
"Removed audio input device %s
","دستگاه ورودی صدا
"
"Error while opening audio input device %s
","خطا در باز کردن دستگاه ویدئویی %ssilence
"
"Unable to open the selected audio device for recording. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup, the permissions and that the device is not busy.
","باز کردن دستگاه صوتی انتخاب شده (%s) برای ضبط غیرممکن است. لطفاً برپاسازی صدای خود، اجازه‌ها و این که دستگاه مشغول نباشد را بررسی کنید.
"
"The selected audio device was successfully opened but it is impossible to read data from this device. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup.
","دستگاه صوتی انتخاب شده (%s) با موفقیت باز شد ولی خواندن داده‌ها از این دستگاه غیرممکن است. لطفاً برپاسازی صدا را بررسی کنید.
"
"Added audio output device %s
","دستگاه خروجی صدا
"
"Removed audio output device %s
","دستگاه خروجی صدا
"
"Error while opening audio output device %s
","خطا در باز کردن دستگاه ویدئویی %s
"
"Unable to open the selected audio device for playing. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup, the permissions and that the device is not busy.
","باز کردن دستگاه صوتی انتخاب شده (%s) برای پخش غیرممکن است. لطفاً برپاسازی صدای خود، اجازه‌ها و این که دستگاه مشغول نباشد را بررسی کنید.
"
"The selected audio device was successfully opened but it is impossible to write data to this device. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup.
","دستگاه صوتی انتخاب شده (%s) با موفقیت باز شد ولی نوشتن داده‌ها در این دستگاه غیرممکن است. لطفاً برپاسازی صدا را بررسی کنید.
"
"Video Settings
","تنظیمات _ویدئو
"
"Adjust brightness
","تنظیم روشنی
"
"Adjust whiteness
","تنظیم سفیدی
"
"Adjust color
","تنظیم رنگ
"
"Adjust contrast
","تنظیم کنتراست
"
"Audio Settings
","تنظیمات _صدا
"
"_Retrieve Call
","_بازیابی تماس
"
"H_old Call
","ن_گه داشتن تماس
"
"Suspend _Audio
","توقف _صدا
"
"Suspend _Video
","توقف _ویدئو
"
"Resume _Audio
","از سرگیری _صدا
"
"Resume _Video
","از سرگیری _ویدئو
"
"Reject
","رد
"
"Accept
","پذیرش
"
"Incoming call from
","تماس وارده از
"
"Remote URI:
","نشانی اینترنتی دوردست:
"
"Remote Application:
","برنامه‌ی دوردست:
"
"Account ID:
","_شماره حساب:
"
"Call from %s
","تماس از %s
"
"Call Duration: %s
","مدت تماس
"
"Transfer call to:
","انتقال تماس به:
"
"No
","هیچ‌کدام
"
"Detected new audio input device:
","لطفاً دستگاه ورودی صدا را انتخاب کنید:
"
"Detected new audio output device:
","لطفاً دستگاه خروجی صدا را انتخاب کنید:
"
"Detected new video input device:
","لطفاً دستگاه ورودی ویدئو را انتخاب کنید:
"
"Video Devices
","دستگاه‌های ویدئو
"
"Place a new call
","تماس‌های انجام شده
"
"Terminate the current call
","انتقال تماس فعلی
"
"A_dd Contact
","تماس با آ_شنا
"
"Add a contact to the roster
","اضافه کردن آشنا به _دفترچه‌ی نشانی
"
"Hold the current call
","نگه داشتن تماس فعلی
"
"_Transfer Call
","انت_قال تماس
"
"Transfer the current call
","انتقال تماس فعلی
"
"Suspend or resume the audio transmission
","توقف یا از سرگیری ارسال صدا
"
"Suspend or resume the video transmission
","توقف یا از سرگیری ارسال ویدئو
"
"Close the Ekiga window
","بستن پنجره‌ی GnomeMeeting
"
"Quit
","تر_ک
"
"_Configuration Assistant
","دروئید پیکربندی
"
"Run the configuration assistant
","اجرای دروئید پیکربندی
"
"Change your preferences
","ترجیحات خود را تغییر دهید
"
"Co_ntact
","آ_شنا
"
"_View
","_نما
"
"Con_tacts
","آ_شنا
"
"View the contacts list
","نمایش تاریخچه‌ی تماس
"
"_Dialpad
","_شماره‌گیر
"
"View the dialpad
","نمایش شماره‌گیر
"
"_Call History
","تاریخچه‌ی تماس
"
"View the call history
","نمایش تاریخچه‌ی تماس
"
"_Local Video
","ویدئوی محلی
"
"Local video image
","تصویر ویدئویی محلی
"
"_Remote Video
","ویدئوی دوردست
"
"Remote video image
","تصویر ویدئویی دوردست
"
"_Picture-in-Picture
","هر دو (عکس در عکس)
"
"Both video images
","هر دو تصویر ویدئویی
"
"Zoom in
","زوم به داخل
"
"Zoom out
","زوم به خارج
"
"Normal size
","اندازه‌ی عادی
"
"_Fullscreen
","تمام‌صفحه
"
"Switch to fullscreen
","تعویض به حالت تمام‌صفحه
"
"Get help by reading the Ekiga manual
","با خواندن کتاب راهنمای GnomeMeeting کمک بگیرید
"
"View information about Ekiga
","نمایش اطلاعاتی درباره‌ی GnomeMeeting
"
"Enter a URI on the left, and click this button to place a call or to hangup
","یک نشانی اینترنتی در چپ وارد کنید تا با آن تماس گرفته شود، و روی این دکمه کلیک کنید تا به نشانی اینترنتی داده شده متصل شوید
"
"Contacts
","آ_شنا
"
"Dialpad
","شماره‌گیر
"
"Call history
","تاریخچه‌ی تماس
"
"Ekiga
","transmit
"
"TX: %dx%d
","receive
"
"Lost packets: %.1f %% Late packets: %.1f %% Out of order packets: %.1f %% Jitter buffer: %d ms%s%s%s
","بسته‌های گم‌شده: ٪%I.1f بسته‌های تأخیردار: ٪%I.1f تأخیر رفت و برگشت: %Id میلی‌ثانیه میانگیر jitter: %Id میلی‌ثانیه
"
"Prints debug messages in the console (level between 1 and 5)
","پیغام‌های اشکال‌زدایی را در پیشانه چاپ می‌کند (سطح بین ۱ تا ۶)
"
"Prints user plane debug messages in the console (level between 1 and 4)
","پیغام‌های اشکال‌زدایی را در پیشانه چاپ می‌کند (سطح بین ۱ تا ۶)
"
"Makes Ekiga call the given URI
","باعث می‌شود GnomeMeeting با نشانی اینترنتی داده شده تماس بگیرد
"
"Play sound for new voice mails
","پخش صدا هنگام دریافت تماس
"
"Play sound for new instant messages
","پخش صدا هنگام دریافت تماس
"
"_Full name:
","_نام:
"
"Start _hidden
","آغاز _مخفی
"
"Video Display
","نمایش ویدئو
"
"Place windows displaying video _above other windows
","قرار دادن پنجره‌های نمایش ویدئو _بالای پنجره‌های دیگر
"
"Network Settings
","تنظیمات راهنمای تلفن
"
"Enable network _detection
","به کار انداختن _تشخیص سکوت
"
"Call Forwarding
","ارجاع تماس
"
"_Always forward calls to the given host
","تماس‌ها _همیشه به میزبان داده شده ارجاع داده شوند
"
"If enabled, all incoming calls will be forwarded to the host that is specified in the protocol settings
","اگر به کار انداخته شود، همه‌ی تماس‌های دریافتی به میزبانی که در فیلد زیر مشخص می‌شود ارجاع خواهد شد
"
"Forward calls to the given host if _no answer
","ارجاع تماس‌ها به میزبان داده شده در صورت _پاسخ ندادن
"
"If enabled, all incoming calls will be forwarded to the host that is specified in the protocol settings if you do not answer the call
","اگر به کار انداخته شود، اگر به تماسی پاسخ ندهید به میزبانی که در فیلد زیر مشخص می‌شود ارجاع خواهد شد
"
"Forward calls to the given host if _busy
","ارجاع تماس‌ها به میزبان داده شده در صورت مش_غول بودن
"
"If enabled, all incoming calls will be forwarded to the host that is specified in the protocol settings if you already are in a call or if you are in Do Not Disturb mode
","اگر به کار انداخته شود، در صورتی که در حال مکالمه یا در حالت مزاحم نشوید باشید، همه‌ی تماس‌های دریافتی به میزبانی که در فیلد زیر مشخص شده است ارجاع خواهد شد.
"
"Call Options
","گزینه‌های تماس
"
"Timeout to reject or forward unanswered incoming calls (in seconds):
","رد یا ارجاع تماس‌های دریافتی پس از
"
"_Automatically answer incoming calls
","در حال پاسخ دادن به تماس دریافتی
"
"Ekiga Sound Events
","رویدادهای صوتی
"
"A
","A
"
"Event
","رویداد
"
"Choose a sound
","یک عکس انتخاب کنید
"
"Play
","پخش
"
"String
","رشته
"
"Misc Settings
","آزمایش تنظیمات
"
"Forward _URI:
","ار_جاع
"
"Advanced Settings
","تنظیمات پیشرفته
"
"Enable H.245 _tunneling
","به کار انداختن _تونل‌زنی H.254
"
"Enable fast _start procedure
","به کار انداختن روال آ_غاز سریع
"
"_Send DTMF as:
","ار_سال DTMF به صورت:
"
"Ringing Device
","دستگاه خروجی زنگ
"
"Select the ringing audio device to use
","دستگاه ورودی صدای استفاده شونده را انتخاب کنید
"
"Output device:
","دستگاه‌ خروجی:
"
"Input device:
","دستگاه ورودی
"
"_Detect devices
","_تشخیص دستگاه‌ها
"
"Click here to refresh the device list.
","برای تازه کردن فهرست دستگاه‌ها اینجا کلیک کنید.
"
"PAL (Europe)
","‏PAL (اروپا)
"
"NTSC (America)
","NTSC (امریکا)
"
"SECAM (France)
","‏SECAM (فرانسه)‏
"
"Auto
","خودکار
"
"Channel:
","کانال:
"
"Size:
","اندازه:
"
"Select the transmitted video size
","دستگاه خروجی صدای استفاده شونده را انتخاب کنید
"
"Format:
","قالب:
"
"Codecs
","کُدک‌ها
"
"Settings
","تنظیمات NAT
"
"Enable silence _detection
","به کار انداختن _تشخیص سکوت
"
"If enabled, use silence detection with the codecs supporting it.
","اگر به کار انداخته شود، از کُدک‌های GSM و G.711 برای تشخیص سکوت استفاده شود
"
"Enable echo can_celation
","به کار انداختن _دریافت ویدئو
"
"If enabled, use echo cancelation.
","لغو خودکار echo
"
"Maximum _jitter buffer (in ms):
","حداکثر میانگیر jitter
"
"The maximum jitter buffer size for audio reception (in ms).
","حداکثر اندازه‌ی میانگیر jitter برای دریافت صدا (به میلی‌ثانیه).
"
"Picture Quality
","کیفیت عکس
"
"Maximum video _bitrate (in kbits/s):
","حداکثر پهنای باند ویدئو
"
"The maximum video bitrate in kbits/s. The video quality and the effective frame rate will be dynamically adjusted to keep the bitrate at the given value.
","حداکثر پهنای باند ویدئو به کیلوبایت/ثانیه. کیفیت ویدئو و تعداد چارچوب‌های ارسال شده در ثانیه در حین مکالمات به طور پویابالاتر ازحداقلشان تنظیم می‌شوند تا سعی شود پهنای باند به مقدار داده شده حداقل شود.
"
"Ekiga Preferences
","_ترجیحات
"
"General
","عمومی
"
"Personal Data
","داده‌های شخصی
"
"General Settings
","تنظیمات عمومی
"
"Sound Events
","رویدادهای صوتی
"
"SIP Settings
","تنظیمات NAT
"
"H.323 Settings
","تنظیمات H.323
"
"Audio
","صدا
"
"Devices
","دستگاه‌ها
"
"Video
","ویدئو
"
"Do Not Disturb
","_مزاحم نشوید
"
"No usable audio plugin detected
","متصل‌شونده‌ی صدای قابل استفاده‌ای تشخیص داده نشد
"
"Talk to and see people over the Internet
","از طریق اینترنت با دیگران صحبت کنید
"
"Received
","تماس‌های دریافتی
"
"Placed
","تماس‌های انجام شده
"
"Missed
","تماس‌های پاسخ داده نشده
"
"A_dd Contact
","تماس با آ_شنا
"
"Services
","دستگاه‌ها
"
"Contacts
","آ_شنا
"
"Friend
","level
"
"Associate
","level
"
"Assistant
","level
"
"Name:
","نام:
"
"Address:
","_دفترچه‌ی نشانی
"
"_Edit
","_ویرایش
"
"Transfer
","انتقال
"
"Transport error
","انتقال
"
"Failed
","(you are) unregistered"", and not as ""(you have been) unregistered
"
"Unregistered
","ثبت نام نشودregistered (with 2 voice mail messages)
"
"_Disable
","_موجود
"
"Recharge the account
","پر کردن حساب
"
"Consult the balance history
","کمک گرفتن از تاریخچه‌ی موجودی
"
"Consult the call history
","کمک گرفتن از تاریخچه‌ی تماس
"
"Gatekeeper:
","دربان
"
"The user name, e.g. jim
","UserAuthentication user
"
"Enable account
","به کار انداختن بررسی IP
"
"You did not supply a host to register to.
","باید میزبانی مشخص کنید تا به عنوان دروازه یا وکیل استفاده شود.
"
"Please fill in this form to add a new contact to this account's roster
","(you are) registered"", and not as ""(you have been) registered
"
"Registered
","روش ثبت
"
"Could not unregister
","ثبت نام نشود
"
"Could not register to
","ثبت نام نشود
"
"Edit
","_ویرایش
"
"Could not register
","ثبت نام نشود
"
"_Account ID:
","_شماره حساب:
"
"_Name:
","نام:
"
"_Gatekeeper:
","دربان
"
"Local user cleared the call
","کاربر محلی تماس را پاک کرد
"
"Local user rejected the call
","کاربر محلی تماس را پاک کرد
"
"Remote user cleared the call
","کاربر دوردست تماس را پاک کرد
"
"Remote user rejected the call
","کاربر دوردست تماس را پاک کرد
"
"Remote user has stopped calling
","کاربر دوردست از تماس گرفتن دست کشید
"
"Abnormal call termination
","پایان غیرطبیعی تماس.
"
"Could not connect to remote host
","اتصال به میزبان دوردست ممکن نشد
"
"The Gatekeeper cleared the call
","دربان تماس را پاک کرد
"
"User not found
","کاربر پیدا نشد
"
"Insufficient bandwidth
","پهنای باند ناکافی
"
"No common codec
","بدون کُدک مشترک
"
"Call forwarded
","اتماس ارجاع داده شد
"
"Security check failed
","بررسی امنیتی شکست خورد
"
"Local user is busy
","کاربر محلی مشغول است
"
"Congested link to remote party
","پیوند جمعی به گروه دوردست
"
"Remote user is busy
","کاربر دوردست مشغول است
"
"Remote host is offline
","میزبان دوردست منفصل است
"
"User is offline
","میزبان دوردست منفصل است
"
"Remote host not found
","میزبان دوردست منفصل است
"
"Call completed
","تماس انجام شد
"
"Missed call from
","%Id تماس پاسخ داده نشد
"
"Missed call
","%Id تماس پاسخ داده نشد
"
"Message
","ارسال پیغام:
"
"Invalid address
","پارامترهای نامعتبر
"
"Remote party host is offline
","میزبان دوردست منفصل است
"
"Use proxy
","استفاده از دروازه یا وکیل
"
"Not found
","کاربر پیدا نشد
"
"Unsupported URI scheme
","phone number
"
"Temporarily unavailable
","شکست موقتی
"
"Bad gateway
","استفاده از دروازه
"
"Server timeout
","بدون انقضای مدت برای پاسخ
"
"Does not exist anymore
","ثبت نام نشود
"
"Could not send message:
","ارسال پیغام:
"
"Incoming call from %s
","تماس وارده از
"
"Incoming call
","حالت تماس دریافتی
"
"Advanced
","تنظیمات پیشرفته
"
"Account Name
","_شماره حساب:
"
"Status
","آمار
"
"_Help
","_راهنما
"
"Address Book
","_دفترچه‌ی نشانی
"
"Address _Book
","_دفترچه‌ی نشانی
"
"_Action
","_مکان:
"
"Category
","مقوله‌ها
"
"This is the Ekiga general configuration assistant. The following steps will set up Ekiga by asking a few simple questions. Once you have completed these steps, you can always change them later by selecting Preferences in the Edit menu.
","این دروئید پیکربندی عمومی GnomeMeeting است. در چند صفحه‌ی بعد با پاسخ به چند سؤال ساده، GnomeMeeting پیکربندی خواهد شد. پس از تکمیل این صفحات، بعداً می‌توانید آنها را با انتخاب ترجیحات در منوی ویرایش تغییر دهید.
"
"Personal Information
","اطلاعات شخصی
"
"Please enter your first name and your surname:
","لطفاً نام و نام خانوادگی‌تان را وارد کنید:
"
"Your first name and surname will be used when connecting to other VoIP and videoconferencing software.
","نام و نام خانوادگی شما هنگام اتصال به نرم‌افزارهای VoIP و کنفرانس تصویری دیگر استفاده خواهد شد.
"
"Please enter your username:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Please enter your password:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Please enter your account ID:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Please enter your PIN code:
","لطفاً نشانی پست الکترونیکی خود را وارد کنید:
"
"Configuration Complete
","پیکربندی کامل شد ـ صفحه‌ی %Id از %Id
"
"Configuration summary:
","دروئید پیکربندی
"
"Full Name
","نام
"
"_Search Filter:
","مشخصه‌ی جستجو:
"
"Error while initializing video output
","خطا در باز کردن دستگاه ویدئویی %s
"
"Error while accessing video device %s
","خطا در باز کردن دستگاه ویدئویی %s
"
"A moving logo will be transmitted during calls.
","اگر به کار انداخته شود، در حین مکالمه ویدئو ارسال خواهد شد.
"
"There was an error while opening the device. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your permissions and make sure that the appropriate driver is loaded.
","در حین باز کردن دستگاه خطایی رخ داد. لطفاً اجازه‌های خود را بررسی کنید و از بار شدن گرداننده‌ی مناسب اطمینان حاصل کنید.
"
"Your video driver doesn't support the requested video format.
","گرداننده‌ی ویدئوی شما از قالب ویدئوی دریافتی پشتیبانی نمی‌کند.
"
"Could not open the chosen channel.
","باز کردن کانال انتخاب شده ممکن نیست.
"
"Error while setting the frame rate.
","خطا هنگام تنظیم آهنگ چارچوب‌ها.
"
"Error while setting the frame size.
","خطا هنگام تنظیم اندازه‌ی چارچوب.
"
"Unknown error.
","NAT نامعلوم
"
"Error while opening audio input device %s
","خطا در باز کردن دستگاه ویدئویی %ssilence
"
"Unable to open the selected audio device for recording. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup, the permissions and that the device is not busy.
","باز کردن دستگاه صوتی انتخاب شده (%s) برای ضبط غیرممکن است. لطفاً برپاسازی صدای خود، اجازه‌ها و این که دستگاه مشغول نباشد را بررسی کنید.
"
"The selected audio device was successfully opened but it is impossible to read data from this device. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup.
","دستگاه صوتی انتخاب شده (%s) با موفقیت باز شد ولی خواندن داده‌ها از این دستگاه غیرممکن است. لطفاً برپاسازی صدا را بررسی کنید.
"
"Error while opening audio output device %s
","خطا در باز کردن دستگاه ویدئویی %s
"
"Unable to open the selected audio device for playing. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup, the permissions and that the device is not busy.
","باز کردن دستگاه صوتی انتخاب شده (%s) برای پخش غیرممکن است. لطفاً برپاسازی صدای خود، اجازه‌ها و این که دستگاه مشغول نباشد را بررسی کنید.
"
"The selected audio device was successfully opened but it is impossible to write data to this device. In case it is a pluggable device it may be sufficient to reconnect it. If not, or if it still is not accessible, please check your audio setup.
","دستگاه صوتی انتخاب شده (%s) با موفقیت باز شد ولی نوشتن داده‌ها در این دستگاه غیرممکن است. لطفاً برپاسازی صدا را بررسی کنید.
"
"Calling %s...
","در حال تماس گرفتن با %s
"
"Connected with %s
","با استفاده از $2%s به $1%s متصل شد
"
"Call Window
","دلیل پایان تماس
"
"Call on hold
","تماس انجام شد
"
"Call retrieved
","تماس _رد شد
"
"Connected with %s %s
","با استفاده از $2%s به $1%s متصل شدtransmit
"
"TX: /
","receive
"
"Lost packets: %.1f %% Late packets: %.1f %% Out of order packets: %.1f %% Jitter buffer: %d ms Codecs: %s Resolution: %s %s
","بسته‌های گم‌شده: ٪%I.1f بسته‌های تأخیردار: ٪%I.1f تأخیر رفت و برگشت: %Id میلی‌ثانیه میانگیر jitter: %Id میلی‌ثانیه
"
"_Retrieve Call
","_بازیابی تماس
"
"H_old Call
","ن_گه داشتن تماس
"
"Suspend _Audio
","توقف _صدا
"
"Suspend _Video
","توقف _ویدئو
"
"Resume _Audio
","از سرگیری _صدا
"
"Resume _Video
","از سرگیری _ویدئو
"
"Video Settings
","تنظیمات _ویدئو
"
"Adjust brightness
","تنظیم روشنی
"
"Adjust whiteness
","تنظیم سفیدی
"
"Adjust color
","تنظیم رنگ
"
"Adjust contrast
","تنظیم کنتراست
"
"Audio Settings
","تنظیمات _صدا
"
"_Call
","ن_گه داشتن تماس
"
"Pick up the current call
","نگه داشتن تماس فعلی
"
"Hang up the current call
","نگه داشتن تماس فعلی
"
"Hold the current call
","نگه داشتن تماس فعلی
"
"_Transfer Call
","انت_قال تماس
"
"Transfer the current call
","انتقال تماس فعلی
"
"Suspend or resume the audio transmission
","توقف یا از سرگیری ارسال صدا
"
"Suspend or resume the video transmission
","توقف یا از سرگیری ارسال ویدئو
"
"Close the Ekiga Window
","بستن پنجره‌ی GnomeMeeting
"
"_View
","_نما
"
"Enable _Picture-In-Picture Mode
","هر دو (عکس در عکس)
"
"_Extended Video
","توقف _ویدئو
"
"_Fullscreen
","تمام‌صفحه
"
"Switch to fullscreen
","تعویض به حالت تمام‌صفحه
"
"Transfer call to:
","انتقال تماس به:
"
"Chat Window
","نشان دادن پنجره‌ی گپ
"
"Available
","_موجود
"
"Presence
","_ترجیحات
"
"Addressbook
","_دفترچه‌ی نشانی
"
"Missed call from %s
","تماس از %s
"
"Enter a URI on the left, and click this button to place a call or to hang up
","یک نشانی اینترنتی در چپ وارد کنید تا با آن تماس گرفته شود، و روی این دکمه کلیک کنید تا به نشانی اینترنتی داده شده متصل شوید
"
"Display images from your camera device
","نمایش تصاویر از دستگاه دوربین شما
"
"View the contacts list
","نمایش تاریخچه‌ی تماس
"
"View the dialpad
","نمایش شماره‌گیر
"
"View the call history
","نمایش تاریخچه‌ی تماس
"
"Co_ntact
","آ_شنا
"
"Place a new call
","تماس‌های انجام شده
"
"Add a contact to the roster
","اضافه کردن آشنا به _دفترچه‌ی نشانی
"
"Close the Ekiga window
","بستن پنجره‌ی GnomeMeeting
"
"Quit
","تر_ک
"
"_Configuration Assistant
","دروئید پیکربندی
"
"Run the configuration assistant
","اجرای دروئید پیکربندی
"
"Change your preferences
","ترجیحات خود را تغییر دهید
"
"_Video Preview
","پیش‌نمایش ویدئو
"
"Con_tacts
","آ_شنا
"
"_Dialpad
","_شماره‌گیر
"
"_Call History
","تاریخچه‌ی تماس
"
"Show Offline _Contacts
","آشنا‌های محلی
"
"Get help by reading the Ekiga manual
","با خواندن کتاب راهنمای GnomeMeeting کمک بگیرید
"
"View information about Ekiga
","نمایش اطلاعاتی درباره‌ی GnomeMeeting
"
"Dialpad
","شماره‌گیر
"
"Call history
","تاریخچه‌ی تماس
"
"Play sound on incoming calls
","پخش صدا هنگام دریافت تماس
"
"Play ring tone
","پخش زنگ تلفن
"
"Play busy tone
","پخش بوق اشغال
"
"Play sound for new voice mails
","پخش صدا هنگام دریافت تماس
"
"Play sound for new instant messages
","پخش صدا هنگام دریافت تماس
"
"_Full name:
","_نام:
"
"Enter your full name
","نام خانوادگی‌تان را وارد کنید
"
"Display
","نمایش ویدئو
"
"Place windows displaying video _above other windows
","قرار دادن پنجره‌های نمایش ویدئو _بالای پنجره‌های دیگر
"
"Place windows displaying video above other windows during calls
","قرار دادن پنجره‌های نمایش دهنده‌ی ویدئو روی همه‌ی پنجره‌های دیگر در حین تماس‌ها
"
"Network Settings
","تنظیمات راهنمای تلفن
"
"Enable network _detection
","به کار انداختن _تشخیص سکوت
"
"_Always forward calls to the given host
","تماس‌ها _همیشه به میزبان داده شده ارجاع داده شوند
"
"If enabled, all incoming calls will be forwarded to the host that is specified in the protocol settings
","اگر به کار انداخته شود، همه‌ی تماس‌های دریافتی به میزبانی که در فیلد زیر مشخص می‌شود ارجاع خواهد شد
"
"Forward calls to the given host if _no answer
","ارجاع تماس‌ها به میزبان داده شده در صورت _پاسخ ندادن
"
"If enabled, all incoming calls will be forwarded to the host that is specified in the protocol settings if you do not answer the call
","اگر به کار انداخته شود، اگر به تماسی پاسخ ندهید به میزبانی که در فیلد زیر مشخص می‌شود ارجاع خواهد شد
"
"Forward calls to the given host if _busy
","ارجاع تماس‌ها به میزبان داده شده در صورت مش_غول بودن
"
"If enabled, all incoming calls will be forwarded to the host that is specified in the protocol settings if you already are in a call or if you are in busy mode
","اگر به کار انداخته شود، در صورتی که در حال مکالمه یا در حالت مزاحم نشوید باشید، همه‌ی تماس‌های دریافتی به میزبانی که در فیلد زیر مشخص شده است ارجاع خواهد شد.
"
"Call Options
","گزینه‌های تماس
"
"Forward calls after
","ارجاع تماس‌ها
"
"seconds
","ثانیه
"
"Automatically reject or forward incoming calls if no answer is given after the specified amount of time (in seconds)
","رد یا ارجاع خودکار تماس‌های دریافتی اگر پس از مدت زمان مشخص شده (به ثانیه) پاسخ داده نشدند
"
"_Automatically answer incoming calls
","در حال پاسخ دادن به تماس دریافتی
"
"If enabled, automatically answer incoming calls
","تماس به طور خودکار پاسخ داده شد
"
